IMDB Ratings,IMDB Score,Content Rating,Date Released,year,month,day of the week,Genres,Genre A,Genre B,Genre C,Keywords,Keyword 1,Keyword 2,Keyword 3,Stars,Star 1,Star 2,Star 3,Directors,Director 1,Director 2,Director 3,Writers,Writer 1,Writer 2,Writer 3,Runtime,Nominations,Awards,Estimated Budget,Budget Currency,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD,Name,RT_audience_score,RT_tomatometer_score,RT_audience_#reviews,RT_tomatometer_#reviews,Producer
83278,6.2,14A,2019-02-13,2019,2,2,['Comedy' 'Horror' 'Mystery'],Comedy,Horror,Mystery,['time loop' 'sequel' 'time travel' 'university' 'suicide' 'trailer'],time loop,sequel,time travel,['Jessica Rothe' 'Israel Broussard' 'Phi Vu'],Jessica Rothe,Israel Broussard,Phi Vu,['Christopher Landon'],Christopher Landon,none,none,['Christopher Landon' 'Scott Lobdell'],Christopher Landon,Scott Lobdell,none,100,4,0,9000000,$,28148130,9497665,64600152,Happy Death Day 2U,7.0,6.1,3475.0,212.0,Jason Blum
287132,7.3,PG,2019-02-14,2019,2,3,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,"['cyborg' 'strong female lead' 'female cyborg' 'based on manga'
 'cyberpunk' 'trailer']",cyborg,strong female lead,female cyborg,['Rosa Salazar' 'Christoph Waltz' 'Jennifer Connelly'],Rosa Salazar,Christoph Waltz,Jennifer Connelly,['Robert Rodriguez'],Robert Rodriguez,none,none,['James Cameron' 'Laeta Kalogridis' 'Yukito Kishiro'],James Cameron,Laeta Kalogridis,Yukito Kishiro,122,25,10,170000000,$,85838210,28525613,404980543,Alita: Battle Angel,9.0,6.1,34939.0,330.0,"James Cameron,Jon Landau"
261184,6.6,PG,2019-01-18,2019,1,4,['Drama' 'Horror' 'Sci-Fi'],Drama,Horror,Sci-Fi,"['glass' 'supernatural power' 'dissociative identity disorder'
 'character name in title' 'violence' 'trailer']",glass,supernatural power,dissociative identity disorder,['James McAvoy' 'Bruce Willis' 'Samuel L. Jackson'],James McAvoy,Bruce Willis,Samuel L. Jackson,['M. Night Shyamalan'],M. Night Shyamalan,none,none,['M. Night Shyamalan'],M. Night Shyamalan,none,none,129,15,2,20000000,$,111048468,40328920,246999039,Glass,7.2,5.2,13224.0,410.0,"Jason Blum,M. Night Shyamalan,Ashwin Rajan,Marc Bienstock"
144886,7.4,PG,2019-02-22,2019,2,4,['Animation' 'Action' 'Adventure'],Animation,Action,Adventure,"['sequel' 'finale' 'how to train your dragon' 'dragon' 'dragon hunter'
 'trailer']",sequel,finale,how to train your dragon,['Jay Baruchel' 'America Ferrera' 'F. Murray Abraham'],Jay Baruchel,America Ferrera,F. Murray Abraham,['Dean DeBlois'],Dean DeBlois,none,none,['Dean DeBlois' 'Cressida Cowell'],Dean DeBlois,Cressida Cowell,none,104,65,6,129000000,$,160945505,55022245,524580592,How to Train Your Dragon: The Hidden World,8.4,7.3,57086.0,275.0,"Brad Lewis,Bonnie Arnold"
137953,6.4,14A,2019-01-04,2019,1,4,['Action' 'Adventure' 'Horror'],Action,Adventure,Horror,['escape room' 'puzzle' 'teamwork' 'clue' 'code' 'trailer'],escape room,puzzle,teamwork,['Taylor Russell' 'Logan Miller' 'Jay Ellis'],Taylor Russell,Logan Miller,Jay Ellis,['Adam Robitel'],Adam Robitel,none,none,['Bragi F. Schut' 'Maria Melnik'],Bragi F. Schut,Maria Melnik,none,99,7,2,9000000,$,57005601,18238172,155712077,Escape Room,6.8,5.3,3173.0,165.0,"Neal H. Moritz,Ori Marmur"
100263,6.7,R,2019-05-03,2019,5,4,['Biography' 'Crime' 'Drama'],Biography,Crime,Drama,"['killer as protagonist' 'serial killer as protagonist' 'death penalty'
 'claiming innocence' 'ted bundy' 'trailer']",killer as protagonist,serial killer as protagonist,death penalty,['Lily Collins' 'Zac Efron' 'Angela Sarafyan'],Lily Collins,Zac Efron,Angela Sarafyan,['Joe Berlinger'],Joe Berlinger,none,none,['Elizabeth Kendall' 'Michael Werwie'],Elizabeth Kendall,Michael Werwie,none,110,5,5,unknown,unknown,unknown,unknown,unknown,"Extremely Wicked, Shockingly Evil and Vile",6.8,5.7,1655.0,188.0,"Nicolas Chartier,Michael Costigan,Ara Keshishian,Michael Simkin"
97328,6.7,R,2019-06-07,2019,6,4,['Drama' 'Mystery' 'Sci-Fi'],Drama,Mystery,Sci-Fi,['robot' 'mother' 'repopulation' 'teenage girl' 'shelter' 'trailer'],robot,mother,repopulation,['Luke Hawker' 'Rose Byrne' 'Maddie Lenton'],Luke Hawker,Rose Byrne,Maddie Lenton,['Grant Sputore'],Grant Sputore,none,none,['Michael Lloyd Green' 'Grant Sputore'],Michael Lloyd Green,Grant Sputore,none,113,6,4,unknown,unknown,unknown,unknown,unknown,I Am Mother,7.4,7.0,1420.0,79.0,"Kelvin Munro,Timothy White"
96849,6.3,TV-MA,2019-01-25,2019,1,4,['Action' 'Thriller'],Action,Thriller,none,"['based on comic book' 'based on comic' 'male rear nudity' 'female nudity'
 'hitman' 'trailer']",based on comic book,based on comic,male rear nudity,['Mads Mikkelsen' 'Vanessa Hudgens' 'Katheryn Winnick'],Mads Mikkelsen,Vanessa Hudgens,Katheryn Winnick,['Jonas Åkerlund'],Jonas Åkerlund,none,none,['Jayson Rothwell' 'Víctor Santos'],Jayson Rothwell,Víctor Santos,none,118,1,0,unknown,unknown,unknown,unknown,unknown,Polar,7.6,3.4,2922.0,50.0,"Jeremy Bolt,Keith Goldberg,Hartley Gorenstein,Robert Kulzer,Mike Richardson"
86134,7.1,PG,2019-02-22,2019,2,4,['Biography' 'Comedy' 'Drama'],Biography,Comedy,Drama,"['brother sister relationship' 'jock strap on head' 'wrestling'
 'based on true story' 'norwich england' 'trailer']",brother sister relationship,jock strap on head,wrestling,['Dwayne Johnson' 'Lena Headey' 'Vince Vaughn'],Dwayne Johnson,Lena Headey,Vince Vaughn,['Stephen Merchant'],Stephen Merchant,none,none,['Stephen Merchant'],Stephen Merchant,none,none,108,5,10,11000000,$,22958886,138780,41503392,Fighting with My Family,8.4,7.2,5212.0,246.0,"Kevin Misher,Dwayne Johnson,Dany Garcia,Stephen Merchant,Michael J. Luisi"
183871,6.7,PG,2018-12-21,2018,12,4,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,"['prequel' 'transformer robot' 'bumblebee the autobot'
 'bumblebee character' 'birthday' 'trailer']",prequel,transformer robot,bumblebee the autobot,['Hailee Steinfeld' 'Jorge Lendeborg Jr.' 'John Cena'],Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena,['Travis Knight'],Travis Knight,none,none,['Christina Hodson'],Christina Hodson,none,none,114,13,2,135000000,$,127195589,21654047,467989645,Bumblebee,7.6,6.9,11048.0,254.0,"Lorenzo di Bonaventura,Tom DeSanto,Don Murphy,Michael Bay,Mark Vahradian"
158432,7.2,14A,2018-12-25,2018,12,1,['Biography' 'Comedy' 'Drama'],Biography,Comedy,Drama,"['u.s. vice president' 'iraq war' 'september 11 2001' 'heart attack'
 'u.s. government' 'trailer']",u.s. vice president,iraq war,september 11 2001,['Christian Bale' 'Amy Adams' 'Steve Carell'],Christian Bale,Amy Adams,Steve Carell,['Adam McKay'],Adam McKay,none,none,['Adam McKay'],Adam McKay,none,none,132,139,35,60000000,$,47836282,7768371,76073488,Vice,6.6,6.6,5430.0,369.0,"Megan Ellison,Brad Pitt,Dede Gardner,Jeremy Kleiner,Adam McKay,Will Ferrell,Kevin J. Messick"
148658,7.0,14A,2018-12-14,2018,12,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,"['drug cartel' 'old man' 'based on true story' 'drug mule'
 'singing in a car' 'trailer']",drug cartel,old man,based on true story,['Clint Eastwood' 'Patrick L. Reyes' 'Cesar De León'],Clint Eastwood,Patrick L. Reyes,Cesar De León,['Clint Eastwood'],Clint Eastwood,none,none,['Nick Schenk' 'Sam Dolnick'],Nick Schenk,Sam Dolnick,none,116,10,1,50000000,$,103804407,17509431,174804407,The Mule,7.0,6.1,4560.0,193.0,"Clint Eastwood,Tim Moore,Kristina Rivera,Jessica Meier,Dan Friedkin,Bradley Thomas"
136026,6.1,PG,2018-12-14,2018,12,4,['Action' 'Adventure' 'Fantasy'],Action,Adventure,Fantasy,"['steampunk' 'post apocalypse' 'dystopia' 'capitalism' 'social commentary'
 'trailer']",steampunk,post apocalypse,dystopia,['Hera Hilmar' 'Robert Sheehan' 'Hugo Weaving'],Hera Hilmar,Robert Sheehan,Hugo Weaving,['Christian Rivers'],Christian Rivers,none,none,['Fran Walsh' 'Philippa Boyens' 'Peter Jackson'],Fran Walsh,Philippa Boyens,Peter Jackson,128,2,3,100000000,$,15951040,7559850,83869818,Mortal Engines,6.2,4.9,4352.0,189.0,"Zane Weiner,Amanda Walker,Deborah A. Forte,Fran Walsh,Peter Jackson"
134509,7.1,TV-MA,2018-12-28,2018,12,4,['Drama' 'Fantasy' 'Mystery'],Drama,Fantasy,Mystery,"['interactive movie' 'computer' 'gamebook' 'interactive'
 'multiple endings' 'trailer']",interactive movie,computer,gamebook,['Fionn Whitehead' 'Craig Parkinson' 'Alice Lowe'],Fionn Whitehead,Craig Parkinson,Alice Lowe,['David Slade'],David Slade,none,none,['Charlie Brooker'],Charlie Brooker,none,none,90,10,5,unknown,unknown,unknown,unknown,unknown,Black Mirror: Bandersnatch,6.2,,166.0,3.0,Russell McLean
505892,6.8,PG,2018-12-21,2018,12,4,['Action' 'Adventure' 'Fantasy'],Action,Adventure,Fantasy,"['dc comics' 'aquaman character' 'based on comic book' 'ocean' 'king'
 'trailer']",dc comics,aquaman character,based on comic book,['Jason Momoa' 'Amber Heard' 'Willem Dafoe'],Jason Momoa,Amber Heard,Willem Dafoe,['James Wan'],James Wan,none,none,['David Leslie Johnson-McGoldrick' 'Will Beall' 'Geoff Johns'],David Leslie Johnson-McGoldrick,Will Beall,Geoff Johns,143,36,3,160000000,$,335104314,67873522,1152028393,Aquaman,7.6,6.0,38118.0,414.0,"Peter Safran,Rob Cowan"
375846,6.6,18A,2018-12-21,2018,12,4,['Horror' 'Mystery' 'Sci-Fi'],Horror,Mystery,Sci-Fi,"['suicide' 'invisible creature' 'survival' 'dystopia' 'supermarket'
 'trailer']",suicide,invisible creature,survival,['Sandra Bullock' 'Trevante Rhodes' 'John Malkovich'],Sandra Bullock,Trevante Rhodes,John Malkovich,['Susanne Bier'],Susanne Bier,none,none,['Eric Heisserer' 'Josh Malerman'],Eric Heisserer,Josh Malerman,none,124,9,5,unknown,unknown,unknown,unknown,unknown,Bird Box,6.8,5.8,8342.0,172.0,"Dylan Clark,Chris Morgan,Clayton Townsend"
301819,6.5,PG,2018-11-16,2018,11,4,['Adventure' 'Family' 'Fantasy'],Adventure,Family,Fantasy,['witch' 'wizard' 'magical creature' 'paris france' 'sequel' 'trailer'],witch,wizard,magical creature,['Eddie Redmayne' 'Katherine Waterston' 'Dan Fogler'],Eddie Redmayne,Katherine Waterston,Dan Fogler,['David Yates'],David Yates,none,none,['J.K. Rowling'],J.K. Rowling,none,none,134,23,3,200000000,$,159555901,62163104,655755901,Fantastic Beasts: The Crimes of Grindelwald,6.6,5.3,16318.0,337.0,"David Heyman,Lionel Wigram,Steve Kloves,J.K. Rowling"
177257,7.0,G,2018-11-21,2018,11,2,['Animation' 'Adventure' 'Comedy'],Animation,Adventure,Comedy,"['wifi' 'internet' 'scene after end credits' 'reference to rick astley'
 'sequel' 'trailer']",wifi,internet,scene after end credits,['John C. Reilly' 'Sarah Silverman' 'Gal Gadot'],John C. Reilly,Sarah Silverman,Gal Gadot,['Phil Johnston' 'Rich Moore'],Phil Johnston,Rich Moore,none,['Phil Johnston' 'Pamela Ribon' 'Rich Moore'],Phil Johnston,Pamela Ribon,Rich Moore,112,66,4,175000000,$,201091711,56237634,529323962,Ralph Breaks the Internet,7.0,7.3,9288.0,276.0,Clark Spencer
151642,7.1,PG,2018-11-21,2018,11,2,['Action' 'Drama' 'Sport'],Action,Drama,Sport,['baby' 'training montage' 'sequel' 'boxing match' 'boxer' 'trailer'],baby,training montage,sequel,['Michael B. Jordan' 'Sylvester Stallone' 'Tessa Thompson'],Michael B. Jordan,Sylvester Stallone,Tessa Thompson,['Steven Caple Jr.'],Steven Caple Jr.,none,none,['Juel Taylor' 'Sylvester Stallone' 'Sascha Penn'],Juel Taylor,Sylvester Stallone,Sascha Penn,130,12,1,50000000,$,115715889,35574710,214215889,Creed II,7.8,6.9,6365.0,314.0,"Sylvester Stallone,Kevin King Templeton,Charles Winkler,William Chartoff,David Winkler,Irwin Winkler"
116322,7.3,PG,2018-11-16,2018,11,4,['Comedy' 'Drama'],Comedy,Drama,none,"['parenting' 'adoption' 'support group' 'adoptive family'
 'adoptive mother adoptive son relationship' 'trailer']",parenting,adoption,support group,['Mark Wahlberg' 'Rose Byrne' 'Isabela Merced'],Mark Wahlberg,Rose Byrne,Isabela Merced,['Sean Anders'],Sean Anders,none,none,['Sean Anders' 'John Morris'],Sean Anders,John Morris,none,118,5,3,48000000,$,67363237,14504315,120989656,Instant Family,8.0,6.6,4009.0,157.0,"Mark Wahlberg,Stephen Levinson,Sean Anders,John Morris,Marc D. Evans"
93469,6.7,G,2018-12-19,2018,12,2,['Adventure' 'Comedy' 'Family'],Adventure,Comedy,Family,['nanny' 'animated sequence' 'magic' 'second part' 'dolphin' 'trailer'],nanny,animated sequence,magic,['Emily Blunt' 'Lin-Manuel Miranda' 'Ben Whishaw'],Emily Blunt,Lin-Manuel Miranda,Ben Whishaw,['Rob Marshall'],Rob Marshall,none,none,['P.L. Travers' 'David Magee' 'Rob Marshall'],P.L. Travers,David Magee,Rob Marshall,130,112,24,130000000,$,171958438,23523121,349546142,Mary Poppins Returns,7.2,7.3,7654.0,380.0,"Rob Marshall,John DeLuca,Marc Platt"
574778,7.9,PG,2018-11-02,2018,11,4,['Biography' 'Drama' 'Music'],Biography,Drama,Music,['rock music' 'live aid' 'rock band' 'music band' '1980s' 'trailer'],rock music,live aid,rock band,['Rami Malek' 'Lucy Boynton' 'Gwilym Lee'],Rami Malek,Lucy Boynton,Gwilym Lee,['Bryan Singer'],Bryan Singer,none,none,['Anthony McCarten' 'Peter Morgan'],Anthony McCarten,Peter Morgan,none,134,81,49,52000000,$,216668042,51061119,910809311,Bohemian Rhapsody,8.4,6.1,24406.0,421.0,"Graham King,Jim Beach,Peter Oberth"
524303,6.6,14A,2018-10-05,2018,10,4,['Action' 'Adventure' 'Sci-Fi'],Action,Adventure,Sci-Fi,"['marvel comics' 'anti hero' 'superhero' 'alien' 'based on comic book'
 'trailer']",marvel comics,anti hero,superhero,['Tom Hardy' 'Michelle Williams' 'Riz Ahmed'],Tom Hardy,Michelle Williams,Riz Ahmed,['Ruben Fleischer'],Ruben Fleischer,none,none,['Jeff Pinkner' 'Scott Rosenberg' 'Kelly Marcel'],Jeff Pinkner,Scott Rosenberg,Kelly Marcel,112,9,2,100000000,$,213515506,80255756,856085151,Venom,8.2,4.5,42881.0,365.0,"Avi Arad,Matthew Tolmach,Amy Pascal"
99991,8.2,PG,2018-10-05,2018,10,4,['Crime' 'Mystery' 'Thriller'],Crime,Mystery,Thriller,['neo noir' 'blindness' 'pianist' 'murder' 'blackmail' 'trailer'],neo noir,blindness,pianist,['Tabu' 'Ayushmann Khurrana' 'Radhika Apte'],Tabu,Ayushmann Khurrana,Radhika Apte,['Sriram Raghavan'],Sriram Raghavan,none,none,['Arijit Biswas' 'Yogesh Chandekar' 'Sriram Raghavan'],Arijit Biswas,Yogesh Chandekar,Sriram Raghavan,139,43,35,4500000,$,1193046,278677,62475342,Andhadhun,8.8,7.7,672.0,15.0,"Ashok Vashodia,Sanjay Routray,Hetvi Karia,Kewal Garg"
543674,8.2,PG,2018-11-21,2018,11,2,['Biography' 'Comedy' 'Drama'],Biography,Comedy,Drama,['on the road' 'racism' 'jail' 'piano' 'pianist' 'trailer'],on the road,racism,jail,['Viggo Mortensen' 'Mahershala Ali' 'Linda Cardellini'],Viggo Mortensen,Mahershala Ali,Linda Cardellini,['Peter Farrelly'],Peter Farrelly,none,none,['Nick Vallelonga' 'Brian Hayes Currie' 'Peter Farrelly'],Nick Vallelonga,Brian Hayes Currie,Peter Farrelly,130,123,58,23000000,$,85080171,320429,321752656,Green Book,8.6,7.2,11061.0,366.0,"Jim Burke,Charles B. Wessler,Peter Farrelly,Brian Hayes Currie,Nick Vallelonga"
165837,5.3,14A,2018-09-07,2018,9,4,['Horror' 'Mystery' 'Thriller'],Horror,Mystery,Thriller,['priest' 'demonic nun' 'ghost' 'spin off' 'nun' 'trailer'],priest,demonic nun,ghost,['Demián Bichir' 'Taissa Farmiga' 'Jonas Bloquet'],Demián Bichir,Taissa Farmiga,Jonas Bloquet,['Corin Hardy'],Corin Hardy,none,none,['Gary Dauberman' 'James Wan'],Gary Dauberman,James Wan,none,96,1,2,22000000,$,117481222,53807379,366082797,The Nun,5.4,4.4,7894.0,209.0,"James Wan,Peter Safran"
161005,7.1,14A,2018-10-12,2018,10,4,['Crime' 'Drama' 'Mystery'],Crime,Drama,Mystery,['neo noir' 'hotel' 'hotel room' 'one way mirror' 'cult leader' 'trailer'],neo noir,hotel,hotel room,['Jeff Bridges' 'Cynthia Erivo' 'Dakota Johnson'],Jeff Bridges,Cynthia Erivo,Dakota Johnson,['Drew Goddard'],Drew Goddard,none,none,['Drew Goddard'],Drew Goddard,none,none,141,12,2,32000000,$,17839115,7132647,31882724,Bad Times at the El Royale,7.4,6.7,6243.0,260.0,"Jeremy Latcham,Drew Goddard"
140898,5.3,18A,2018-09-14,2018,9,4,['Action' 'Adventure' 'Horror'],Action,Adventure,Horror,['the predator character' 'hunter' 'alien' 'gore' 'prequel' 'trailer'],the predator character,hunter,alien,['Boyd Holbrook' 'Trevante Rhodes' 'Jacob Tremblay'],Boyd Holbrook,Trevante Rhodes,Jacob Tremblay,['Shane Black'],Shane Black,none,none,['Fred Dekker' 'Shane Black' 'Jim Thomas'],Fred Dekker,Shane Black,Jim Thomas,107,8,1,88000000,$,51024708,24632284,160542134,The Predator,5.2,5.0,7495.0,300.0,John Davis
104971,6.6,18A,2018-11-09,2018,11,4,['Action' 'Horror' 'Sci-Fi'],Action,Horror,Sci-Fi,"['world war two' 'nazi' 'supernatural power' 'nazi occultism'
 'secret laboratory' 'trailer']",world war two,nazi,supernatural power,['Jovan Adepo' 'Wyatt Russell' 'Mathilde Ollivier'],Jovan Adepo,Wyatt Russell,Mathilde Ollivier,['Julius Avery'],Julius Avery,none,none,['Billy Ray' 'Mark L. Smith'],Billy Ray,Mark L. Smith,none,110,7,2,38000000,$,21704844,10202108,41657844,Overlord,7.0,6.7,4471.0,228.0,"J.J. Abrams,Lindsey Weber"
102743,6.8,14A,2018-11-16,2018,11,4,['Crime' 'Drama' 'Thriller'],Crime,Drama,Thriller,['heist' 'widow' 'funeral' 'betrayal' 'theft' 'trailer'],heist,widow,funeral,['Viola Davis' 'Michelle Rodriguez' 'Elizabeth Debicki'],Viola Davis,Michelle Rodriguez,Elizabeth Debicki,['Steve McQueen'],Steve McQueen,none,none,['Gillian Flynn' 'Steve McQueen' 'Lynda La Plante'],Gillian Flynn,Steve McQueen,Lynda La Plante,129,106,18,42000000,$,42402632,12361307,75984700,Widows,6.6,8.1,5530.0,427.0,"Iain Canning,Emile Sherman,Steve McQueen,Arnon Milchan"
88973,6.7,18A,2018-11-02,2018,11,4,['Drama' 'Fantasy' 'Horror'],Drama,Fantasy,Horror,"['1970s' 'actress plays three characters' 'witches&apos; coven'
 'telepathy' 'good versus evil' 'trailer']",1970s,actress plays three characters,witches&apos; coven,['Chloë Grace Moretz' 'Tilda Swinton' 'Doris Hick'],Chloë Grace Moretz,Tilda Swinton,Doris Hick,['Luca Guadagnino'],Luca Guadagnino,none,none,['Dario Argento' 'Daria Nicolodi' 'David Kajganich'],Dario Argento,Daria Nicolodi,David Kajganich,152,71,24,20000000,$,2483472,184037,7942093,Suspiria,7.8,6.9,3707.0,337.0,"Luca Guadagnino,David Kajganich,Francesco Melzi d'Eril,Marco Morabito,Gabriele Moratti,William Sherak,Bradley J. Fischer,Silvia Venturini Fendi"
408842,7.6,14A,2018-10-05,2018,10,4,['Drama' 'Music' 'Romance'],Drama,Music,Romance,"['alcoholism' 'tinnitus' 'rising star' 'singer songwriter' 'singer'
 'trailer']",alcoholism,tinnitus,rising star,['Lady Gaga' 'Bradley Cooper' 'Sam Elliott'],Lady Gaga,Bradley Cooper,Sam Elliott,['Bradley Cooper'],Bradley Cooper,none,none,['Eric Roth' 'Bradley Cooper' 'Will Fetters'],Eric Roth,Bradley Cooper,Will Fetters,136,281,95,36000000,$,215333122,42908051,436433122,A Star Is Born,8.0,8.0,21495.0,536.0,"Bill Gerber,Jon Peters,Bradley Cooper,Todd Phillips,Lynette Howell Taylor"
215064,7.5,14A,2018-12-21,2018,12,4,['Biography' 'Comedy' 'Drama'],Biography,Comedy,Drama,"['female rivalry' 'maid' 'aristocracy' 'dragged by a horse'
 'british aristocracy' 'trailer']",female rivalry,maid,aristocracy,['Olivia Colman' 'Emma Stone' 'Rachel Weisz'],Olivia Colman,Emma Stone,Rachel Weisz,['Yorgos Lanthimos'],Yorgos Lanthimos,none,none,['Deborah Davis' 'Tony McNamara'],Deborah Davis,Tony McNamara,none,119,345,180,15000000,$,34366783,422410,95918706,The Favourite,7.2,8.5,7681.0,430.0,"Yorgos Lanthimos,Ceci Dempsey,Ed Guiney,Lee Magiday"
201933,5.6,14A,2018-08-10,2018,8,4,['Action' 'Horror' 'Sci-Fi'],Action,Horror,Sci-Fi,"['prehistoric animal' 'creature feature' 'giant shark' 'shark' 'megalodon'
 'trailer']",prehistoric animal,creature feature,giant shark,['Jason Statham' 'Bingbing Li' 'Rainn Wilson'],Jason Statham,Bingbing Li,Rainn Wilson,['Jon Turteltaub'],Jon Turteltaub,none,none,['Dean Georgaris' 'Jon Hoeber' 'Erich Hoeber'],Dean Georgaris,Jon Hoeber,Erich Hoeber,113,6,5,130000000,$,145522784,45402195,529338515,The Meg,6.2,5.3,7848.0,313.0,"Lorenzo di Bonaventura,Colin Wilson,Belle Avery"
198657,7.3,PG,2018-10-12,2018,10,4,['Biography' 'Drama' 'History'],Biography,Drama,History,['moon landing' 'astronaut' 'nasa' 'rocket' 'apollo program' 'trailer'],moon landing,astronaut,nasa,['Ryan Gosling' 'Claire Foy' 'Jason Clarke'],Ryan Gosling,Claire Foy,Jason Clarke,['Damien Chazelle'],Damien Chazelle,none,none,['Josh Singer' 'James R. Hansen'],Josh Singer,James R. Hansen,none,141,191,32,59000000,$,44936545,16006065,105713218,First Man,7.0,8.1,9148.0,465.0,"Wyck Godfrey,Marty Bowen,Isaac Klausner,Damien Chazelle"
166973,7.7,14A,2018-12-14,2018,12,4,['Drama'],Drama,none,none,['maid' 'nanny' 'mexico city' 'class differences' '1970s' 'trailer'],maid,nanny,mexico city,['Yalitza Aparicio' 'Marina de Tavira' 'Diego Cortina Autrey'],Yalitza Aparicio,Marina de Tavira,Diego Cortina Autrey,['Alfonso Cuarón'],Alfonso Cuarón,none,none,['Alfonso Cuarón'],Alfonso Cuarón,none,none,135,229,251,unknown,unknown,unknown,unknown,unknown,Roma,7.4,8.9,5948.0,409.0,"Alfonso Cuarón,Gabriela Rodriguez,Nicolás Celis"
162943,7.3,14A,2018-11-16,2018,11,4,['Comedy' 'Drama' 'Musical'],Comedy,Drama,Musical,"['cowboy' 'new mexico desert' 'new mexico territory' 'arizona desert'
 'arizona territory' 'trailer']",cowboy,new mexico desert,new mexico territory,['Tim Blake Nelson' 'Willie Watson' 'Clancy Brown'],Tim Blake Nelson,Willie Watson,Clancy Brown,['Ethan Coen' 'Joel Coen'],Ethan Coen,Joel Coen,none,['Joel Coen' 'Ethan Coen' 'Jack London'],Joel Coen,Ethan Coen,Jack London,133,37,6,unknown,unknown,unknown,unknown,unknown,The Ballad of Buster Scruggs,7.6,7.8,4022.0,237.0,"Joel Coen,Ethan Coen,Megan Ellison,Sue Naegle"
186527,6.7,14A,2018-07-20,2018,7,4,['Action' 'Crime' 'Thriller'],Action,Crime,Thriller,"['brussels belgium' 'woman fights a man' 'second part' 'gun'
 'returning character killed off' 'trailer']",brussels belgium,woman fights a man,second part,['Denzel Washington' 'Pedro Pascal' 'Ashton Sanders'],Denzel Washington,Pedro Pascal,Ashton Sanders,['Antoine Fuqua'],Antoine Fuqua,none,none,['Richard Wenk' 'Michael Sloan' 'Richard Lindheim'],Richard Wenk,Michael Sloan,Richard Lindheim,121,4,1,62000000,$,102084362,36011640,190400157,The Equalizer 2,7.0,5.6,5430.0,212.0,"Todd Black,Jason Blumenthal,Denzel Washington,Antoine Fuqua,Alex Siskin,Steve Tisch,Mace Neufeld,Tony Eldridge,Michael Sloan"
131107,5.8,PG,2018-07-13,2018,7,4,['Action' 'Adventure' 'Thriller'],Action,Adventure,Thriller,['skyscraper' 'fire' 'terrorism' 'prosthetic leg' 'evil man' 'trailer'],skyscraper,fire,terrorism,['Dwayne Johnson' 'Neve Campbell' 'Chin Han'],Dwayne Johnson,Neve Campbell,Chin Han,['Rawson Marshall Thurber'],Rawson Marshall Thurber,none,none,['Rawson Marshall Thurber'],Rawson Marshall Thurber,none,none,102,4,0,125000000,$,68420120,24905015,304868961,Skyscraper,7.6,5.2,7714.0,296.0,"Beau Flynn,Dwayne Johnson,Rawson Marshall Thurber,Hiram Garcia"
