Name,Worldwide Gross Revenue (sus),Domestic Opening,Domestic Gross,China Opening,China Gross,UK Opening,UK Gross,France Opening,France Gross,Germany Opening,Germany Gross,Italy Opening,Italy Gross,Spain Opening,Spain Gross,Japan Opening,Japan Gross,South Korea Opening,South Korea Gross,Australia Opening,Australia Gross,Russia/CIS Opening,Russia/CIS Gross,India Opening,India Gross
The Florida Project,13080457.23,188126.52,7050121.78,0.0,0.0,380360.58,964758.43,0.0,1522231.6,0.0,0.0,197699.24,306102.47,138876.64,302988.38,0.0,0.0,227012.03,844327.51,0.0,382636.45,56894.2,95176.71,0.0,0.0
The Fog,36515197.32,24005196.54,36515115.6,0.0,0.0,0.0,267893.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Forbidden Kingdom,200654379.84,19427278.8,81131573.87,0.0,41908631.77,0.0,4301233.33,0.0,5600000.15,0.0,537342.96,0.0,0.0,0.0,5738849.32,0.0,2921932.06,0.0,2738366.1,0.0,6043215.39,0.0,1808455.86,0.0,48346.84
The Foreigner,173636780.44,1446409.28,41067646.02,0.0,96963684.21,0.0,0.0,0.0,714043.27,0.0,0.0,0.0,0.0,0.0,685993.79,0.0,0.0,0.0,0.0,0.0,2149294.13,0.0,0.0,0.0,0.0
The Foreigner,262641209.95,2187823.81,62118499.39,0.0,146666272.43,0.0,0.0,0.0,1080054.52,0.0,0.0,0.0,0.0,0.0,1037627.16,0.0,0.0,0.0,0.0,0.0,3251000.22,0.0,0.0,0.0,0.0
The Founder,28802027.99,4064675.81,15267215.95,0.0,0.0,343404.66,758821.43,298548.9,526881.55,0.0,582943.5,942704.29,2376862.59,177900.66,359760.79,0.0,964247.38,129816.17,283571.9,779609.88,2488844.4,0.0,0.0,116636.22,259318.31
The Fountain,27219661.73,6229090.18,16766502.91,0.0,0.0,176643.13,516316.54,0.0,2216614.13,0.0,359294.37,120137.23,197027.7,169324.32,707002.27,0.0,186920.54,0.0,22128.32,120920.68,293818.46,297674.55,997338.18,0.0,0.0
The Fourth Kind,72180470.08,51861770.62,38549922.23,0.0,0.0,0.0,5622525.92,0.0,932814.08,0.0,0.0,0.0,3670752.74,0.0,2340436.13,0.0,0.0,0.0,195236.01,0.0,15376432.02,0.0,6042854.94,0.0,0.0
The French Dispatch,49155257.89,1430946.16,17106349.44,0.0,0.0,1142371.82,5510613.77,1045043.79,3899146.99,430765.71,2518647.68,882240.2,2593397.63,267026.41,1186628.32,302033.99,1794415.81,364753.33,866528.27,354551.72,1844549.7,67727.86,2356415.91,0.0,0.0
The Game Plan,237304859.57,36829570.95,145463753.44,0.0,0.0,2478437.0,13603983.89,719787.86,1621565.48,3366943.7,12551010.83,8978.33,8978.33,2260091.01,9655396.69,0.0,0.0,0.0,0.0,1855608.71,6511558.53,0.0,0.0,0.0,58682.51
The Gentlemen,125851330.03,629646.78,39853715.13,5748491.45,0.0,0.0,17320043.12,0.0,18481233.84,0.0,3977290.25,0.0,0.0,0.0,2713643.26,0.0,8268200.8,0.0,7214439.35,0.0,17262114.38,0.0,4873293.61,0.0,1917126.14
The Ghost Writer,88598763.9,268754.89,22823288.67,0.0,0.0,1926626.65,8399112.63,3490889.67,11557461.65,1307664.66,4622876.58,2030206.74,7065782.41,1795135.61,10463959.14,0.0,0.0,652810.23,1607048.75,780659.31,3051671.8,703514.29,1638920.34,0.0,0.0
The Gift,74714759.39,10275106.56,55468397.25,0.0,0.0,0.0,2873432.31,0.0,1575156.39,0.0,240994.14,0.0,1097183.77,0.0,1168283.77,0.0,0.0,0.0,381014.04,0.0,0.0,0.0,65948.05,0.0,41100.36
The Girl Next Door,47333732.94,9353734.12,22729878.38,0.0,0.0,2003349.79,4793169.33,0.0,1345156.86,0.0,365111.22,378140.5,889912.55,0.0,5205195.62,0.0,0.0,0.0,53731.18,0.0,1125204.58,304462.67,1202735.27,0.0,0.0
The Girl Next Door,53274533.43,10527710.16,25582678.37,0.0,0.0,2254787.84,5394754.31,0.0,1513985.89,0.0,410935.9,425600.47,1001604.41,0.0,5858493.53,0.0,0.0,0.0,60474.92,0.0,1266427.66,342675.41,1353689.14,0.0,0.0
The Girl Who Played with Fire,101575278.13,1368890.68,11553524.85,0.0,0.0,951379.61,3867023.36,1164042.16,1958272.77,1559535.97,6846198.91,1057578.53,3108438.44,3952289.56,11756537.08,0.0,0.0,0.0,0.0,729599.17,4460813.15,0.0,0.0,0.0,0.0
The Girl on the Train,183732877.81,26030523.54,79986592.63,0.0,0.0,9178955.6,31290949.51,1305480.95,3553547.14,1264285.14,4965796.01,1933088.17,5708230.8,1084389.39,4542004.65,74763.74,262150.51,113914.14,147858.69,3221472.71,12755498.81,1989514.26,3567983.87,0.0,0.0
The Girl on the Train,212996761.85,30176511.08,92726383.13,0.0,0.0,10640925.26,36274786.53,1513410.22,4119535.07,1465652.98,5756718.57,2240979.0,6617403.98,1257104.5,5265428.23,86671.67,303904.29,132057.71,171408.75,3734569.8,14787119.08,2306392.3,4136271.2,0.0,0.0
The Girl with the Dragon Tattoo,331656833.29,18204976.16,146163007.94,0.0,0.0,3473812.22,26799639.58,4628879.57,12812297.95,4231200.64,13652565.85,1698771.28,3974041.85,1598685.72,3512679.89,4320179.53,22530684.79,1858838.61,4356911.41,3439927.59,12646751.43,5315748.43,16350096.89,0.0,0.0
The Giver,87394302.83,16055254.9,58832710.84,0.0,0.0,397392.16,677290.8,1335225.29,2073886.09,544138.69,1284225.62,1020096.47,2560347.29,0.0,0.0,0.0,0.0,536603.63,789417.79,800591.86,1806133.58,2414742.43,4557327.43,63832.11,63832.11
The Golden Compass,597327683.12,41922955.72,112502322.55,0.0,7909281.91,23598188.66,85368192.14,9632585.78,40947676.13,7449724.48,34724433.6,3388968.3,22120234.78,8295650.29,30779007.67,12840649.1,53759910.69,6549878.92,36105894.88,5653982.55,22202806.55,5905122.32,12993219.78,0.0,2425197.66
The Good Dinosaur,420830738.43,49600657.43,155923081.02,0.0,0.0,5575900.06,27024227.83,4125350.78,22866068.97,1643814.06,7094455.9,2637365.91,8158996.27,2432185.89,13154139.26,0.0,18904601.51,3649046.5,10311507.2,270509.88,13041263.71,2750378.26,5940500.56,0.0,0.0
The Good Shepherd,165725850.41,16383207.54,99092901.38,0.0,0.0,2043311.4,6215401.29,1754314.3,6248793.77,1250456.92,5807858.65,1612706.57,6786298.17,1865377.39,8303724.69,1407203.07,5416381.69,0.0,1047821.1,1266469.71,4540238.57,643413.91,1447097.85,0.0,0.0
The Grand Budapest Hotel,227765486.63,51313948.85,77374777.32,0.0,0.0,0.0,24150746.22,0.0,31207456.71,0.0,12473403.3,0.0,8297296.67,0.0,8076762.6,0.0,0.0,0.0,7069780.41,0.0,14690991.89,0.0,35037631.44,0.0,3085818.59
The Gray Man,467643.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94810.47,216646.08,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,475289266.48,39444468.52,194677033.5,0.0,17927844.5,0.0,32154184.47,0.0,34566085.66,0.0,21224713.28,0.0,12587730.95,0.0,7944577.8,0.0,5332652.13,0.0,22921469.53,0.0,21722225.75,0.0,20264.92,0.0,0.0
The Great Wall,399928510.09,22053692.18,54378132.65,72359191.85,204137695.29,2440146.17,6588494.0,2861695.59,7790893.92,2551657.52,6416854.95,1665361.45,3845911.1,2215517.47,5955032.54,1344075.42,1599269.47,2593756.22,4650420.55,2715525.67,6703680.64,4861200.63,13040112.59,269079.69,489523.23
The Greatest Showman,523652000.02,314987.41,208171285.14,0.0,19021072.78,0.0,76920885.96,0.0,0.0,0.0,9011359.84,0.0,4374472.68,0.0,9883586.39,0.0,0.0,0.0,0.0,0.0,145820.05,0.0,0.0,0.0,0.0
The Green Hornet,324812921.55,47801308.46,140836720.28,0.0,28236977.65,4252376.04,12457657.04,3439046.47,10462146.42,5818420.4,15473396.52,794577.97,1349789.22,1704611.2,3480757.1,2488480.28,9792630.49,909373.11,2689435.57,4268688.17,13190776.16,4531856.54,9355524.99,507386.95,1239704.79
The Green Knight,20038229.34,7204483.85,18219176.25,0.0,0.0,240987.68,569077.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58946.79,232008.22,0.0,0.0,311559.81,588072.78,0.0,0.0
The Grey,110436524.48,27221098.88,71399109.73,0.0,0.0,2383290.82,7004973.64,1721971.71,3635126.88,843164.54,1848440.85,760527.16,1448227.0,939170.84,2154292.86,0.0,0.0,1439437.12,2589675.94,1165264.68,3361783.6,1781579.59,3421558.97,0.0,0.0
The Grudge,204647130.95,42757003.36,120592654.56,0.0,0.0,4588621.83,15751384.34,0.0,5807535.86,1096460.85,3685350.75,2194490.85,6826514.71,1905361.84,4321663.17,1476225.0,3011004.88,1461527.83,3706921.18,0.0,5074982.6,567019.32,1425379.32,0.0,0.0
The Grudge,328398568.78,68612438.6,193515809.28,0.0,0.0,7363391.0,25276347.87,0.0,9319390.18,1759497.78,5913906.08,3521513.6,10954552.11,3057546.42,6935000.71,2368907.77,4831778.92,2345323.11,5948520.29,0.0,8143857.26,909899.55,2287315.38,0.0,0.0
The Guard,27890597.6,109546.91,7642469.01,0.0,0.0,1085116.67,10597599.4,432354.86,432354.86,419108.12,1953286.71,189949.85,189949.85,250049.94,2004085.15,0.0,0.0,0.0,0.0,447620.48,2997776.33,214656.86,568527.86,0.0,0.0
The Guardian,156976790.72,29761280.25,90926010.98,0.0,5218061.46,2572382.97,6774842.28,0.0,1630740.8,1761114.11,4740333.95,912892.54,1641634.71,1754187.03,5306953.26,2415709.54,9041750.91,703204.03,808242.49,984060.85,2577065.48,0.0,0.0,0.0,0.0
The Guest,3522954.14,110288.56,434345.95,0.0,0.0,666791.29,1764808.81,0.0,0.0,0.0,0.0,0.0,0.0,3101.45,3627.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Guilty,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hangover,709900829.88,18819962.03,419501250.09,0.0,0.0,0.0,54504089.41,0.0,1159079.36,0.0,31545414.17,0.0,8999957.27,0.0,14180220.1,0.0,12465690.57,0.0,1081070.57,0.0,12152383.33,0.0,0.0,0.0,0.0
The Hangover Part II,836585595.87,122538864.35,362805253.17,0.0,0.0,24508726.99,76273743.39,8850687.3,33010081.49,16083716.28,60122187.98,4484461.4,19255110.36,3692717.85,14648673.69,718874.34,3492853.26,323396.79,604056.39,17236545.19,50430613.99,7240936.25,18909156.61,0.0,4280303.85
The Hangover Part III,486497826.08,56002605.54,150787514.52,0.0,0.0,12125726.09,39672140.05,9394275.18,22057492.57,17748209.92,41881068.2,10687753.04,22062528.23,3797999.07,9439589.36,891130.79,3655037.28,0.0,0.0,14630025.57,25736315.83,11492846.3,23334534.33,0.0,2764856.64
The Happening,254577794.59,60267601.4,100499607.84,0.0,0.0,0.0,12441236.05,0.0,5608889.91,0.0,7099884.98,0.0,6040845.72,0.0,15097866.51,0.0,2634133.41,0.0,1778717.38,0.0,21986503.57,0.0,3600990.85,0.0,556398.46
The Hateful Eight,204225652.54,601158.41,68554323.47,39304916.45,0.0,0.0,13206222.51,0.0,35771258.77,0.0,16786412.45,0.0,11634001.23,0.0,6676640.92,0.0,6925457.37,0.0,16918444.1,0.0,19324366.04,0.0,20513822.61,0.0,2313233.64
The Heartbreak Kid,206129649.88,22501362.18,59032748.18,0.0,0.0,4050386.57,15809590.3,3075957.47,8257687.75,5555598.0,18749709.37,4338829.34,14048097.63,2718950.4,5633410.21,0.0,0.0,0.0,0.0,2806448.63,9598484.17,3703112.05,9542239.21,0.0,73702.56
The Heat,309007729.26,52567346.97,214465116.3,0.0,0.0,5139536.72,15081871.76,1376362.55,2828039.52,1554942.16,6840485.99,0.0,0.0,326181.94,697426.75,0.0,0.0,0.0,0.0,4721477.93,18048079.32,2389369.09,6592061.7,0.0,0.0
The Help,308875572.45,37133357.74,241963188.27,0.0,0.0,2062425.86,9759865.08,3554577.3,6345095.04,324823.97,1247222.83,538353.05,2235878.22,1006025.44,7175034.73,738162.04,1816879.89,387071.27,1391907.62,1588159.33,11261651.81,32926.52,87198.11,0.0,0.0
The Highwaymen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hills Have Eyes,115714718.96,47858112.29,69054094.79,0.0,0.0,0.0,10338852.84,0.0,15519554.99,0.0,6037510.26,0.0,2626427.78,0.0,4368234.98,0.0,5725274.12,0.0,3389838.43,0.0,10128769.3,0.0,1275935.56,0.0,260668.95
The Hitchhiker's Guide to the Galaxy,177867509.58,35926790.49,86969501.15,0.0,0.0,9205567.99,34643285.34,0.0,5825140.3,4055820.34,13796248.54,0.0,209874.25,103170.85,265697.03,0.0,0.0,0.0,0.0,3558789.91,11863723.14,0.0,1703185.54,0.0,0.0
The Hitman's Bodyguard,219023447.35,198886.13,90113434.85,12666382.58,25250314.66,0.0,11651633.95,0.0,13573659.34,0.0,3030430.7,0.0,1608263.07,0.0,3996182.58,0.0,9963763.42,0.0,3810555.21,0.0,4590497.04,0.0,2956319.45,0.0,451185.79
The Hobbit: An Unexpected Journey,1407808274.68,16028286.23,419465290.98,0.0,68837950.39,0.0,108887262.25,0.0,1831932.48,0.0,122988568.97,0.0,30976818.82,0.0,41718984.44,0.0,0.0,0.0,0.0,0.0,7080395.01,0.0,1314194.41,0.0,0.0
The Hobbit: The Battle of the Five Armies,1255454503.27,47241049.77,332897561.12,0.0,158816991.94,0.0,80046571.81,0.0,14639624.28,0.0,94563563.06,0.0,20487594.2,0.0,25261722.75,0.0,9768929.47,0.0,61174760.44,0.0,18271939.28,0.0,16469245.08,0.0,3194383.55
The Holiday,340238964.43,34007012.77,104501041.97,0.0,0.0,0.0,39578687.76,0.0,8752667.86,0.0,26649242.53,0.0,10048282.23,0.0,10172782.98,0.0,12100743.79,0.0,8586085.61,0.0,11624976.56,0.0,1865225.33,0.0,0.0
The Host,85158415.8,14245664.14,35784731.56,0.0,0.0,2002826.48,7220180.0,1964742.58,4388648.98,943888.92,3442097.76,811882.73,1534166.56,1457008.29,4757501.61,0.0,0.0,220546.09,293722.33,1161487.79,3287656.24,3569376.05,6483543.14,0.0,0.0
The Host,104734110.02,17520370.02,44010706.13,0.0,0.0,2463223.95,8879910.68,2416385.55,5397484.68,1160864.31,4233346.08,998513.35,1886831.35,1791936.41,5851126.9,0.0,0.0,271243.87,361241.42,1428483.48,4043402.48,4389882.32,7973940.27,0.0,0.0
The Host,120191059.5,52644947.39,2959200.39,0.0,2484004.99,0.0,337516.54,0.0,4257142.73,0.0,190521.65,0.0,0.0,0.0,1496700.86,0.0,0.0,0.0,2091030.4,0.0,9967872.13,0.0,2376949.96,0.0,320303.65
The Host,147819842.94,64746644.94,3639443.22,0.0,3055012.82,0.0,415102.77,0.0,5235748.58,0.0,234317.6,0.0,0.0,0.0,1840753.27,0.0,0.0,0.0,2571703.65,0.0,12259225.43,0.0,2923348.63,0.0,393933.09
The Hot Chick,101645663.85,13768311.73,65262098.89,0.0,0.0,515504.37,1233665.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5969060.22,0.0,0.0,0.0,0.0,0.0,5259914.07,0.0,0.0,0.0,0.0
The Hours,196588113.49,3747552.58,75271480.98,0.0,0.0,0.0,12159728.77,0.0,11518729.06,0.0,8272542.12,0.0,8698164.88,0.0,12387625.7,0.0,49458432.65,0.0,0.0,0.0,2013.81,0.0,0.0,0.0,0.0
The House Bunny,109742751.2,22643034.16,75152280.32,0.0,0.0,2371260.68,8379191.23,578467.07,1141435.48,1094199.47,3215534.13,56178.75,81709.16,1394429.13,3274246.13,0.0,0.0,0.0,0.0,824495.05,3174645.28,909203.3,2514219.77,0.0,0.0
The House That Jack Built,3572781.84,0.0,299215.59,0.0,0.0,0.0,46883.36,0.0,0.0,0.0,0.0,0.0,368505.41,0.0,127698.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Human Centipede (First Sequence),450032.43,7406440.22,251192.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383474.31,0.0,3185223.19,0.0,0.0
The Hundred-Foot Journey,116796057.84,11263872.04,70771968.71,0.0,0.0,0.0,5694178.92,0.0,1654199.27,0.0,6648539.61,0.0,902595.12,0.0,1964299.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2128138.56,0.0,0.0
The Hunger Games,962347928.45,8626318.47,564782219.48,0.0,37443275.66,0.0,51676350.36,0.0,5543874.65,0.0,28105186.9,0.0,5307534.71,0.0,14511524.42,0.0,2109702.54,0.0,3923356.21,0.0,0.0,0.0,4138233.6,0.0,0.0
The Hunger Games: Catching Fire,1162503453.77,11571712.69,570718344.15,0.0,37522145.31,0.0,74589595.33,0.0,2985252.2,0.0,58364224.1,0.0,14826762.83,0.0,20393693.18,0.0,0.0,0.0,2118118.38,0.0,427678.54,0.0,15319981.49,0.0,0.0
The Hunger Games: Mockingjay - Part 1,985569692.21,22312299.93,439885862.05,0.0,47640162.93,0.0,63502320.53,0.0,14557530.56,0.0,46437760.94,0.0,14466354.31,0.0,20082132.02,0.0,3593367.53,0.0,9406207.74,0.0,13874040.78,0.0,10802492.5,0.0,1158865.62
The Hunger Games: Mockingjay - Part 2,837913384.15,893740.5,356879410.27,0.0,27267796.05,0.0,54667062.56,0.0,6861009.18,0.0,55366973.3,0.0,11254307.16,0.0,16567527.25,0.0,5741203.43,0.0,3697330.7,0.0,6048245.69,0.0,1878184.26,0.0,0.0
The Hunt,11528652.3,5796321.2,6351475.69,0.0,0.0,19374.05,19374.05,165218.14,463116.28,36963.68,259992.54,0.0,0.0,192325.42,1317346.87,0.0,292244.37,0.0,35158.49,0.0,0.0,0.0,0.0,1494.85,3187.48
The Hunt,14178788.17,7128743.96,7811513.95,0.0,0.0,23827.64,23827.64,203197.47,569574.61,45460.66,319758.02,0.0,0.0,236536.0,1620170.49,0.0,359423.72,0.0,43240.51,0.0,0.0,0.0,0.0,1838.48,3920.2
The Hunt,17359468.71,59655003.62,670178.21,0.0,0.0,0.0,727690.62,0.0,20380708.07,0.0,977696.72,0.0,753598.08,0.0,901099.84,0.0,42521003.83,0.0,25666258.07,0.0,19385479.63,0.0,39929393.04,0.0,5414780.27
The Hunt,21349956.88,73368129.89,824234.67,0.0,0.0,0.0,894967.67,0.0,25065700.21,0.0,1202443.65,0.0,926830.59,0.0,1108239.14,0.0,52295471.34,0.0,31566260.02,0.0,23841694.77,0.0,49108116.96,0.0,6659496.74
The Huntsman: Winter's War,202916074.88,23914940.36,59513830.02,12963056.25,20849485.9,5270822.46,9427863.77,3197672.05,8170001.66,2034313.45,5879329.61,1896135.89,5028661.53,1744904.45,4479263.34,1290098.33,5344341.86,1491535.68,3806992.15,2535969.16,6322675.77,2422980.65,4600960.59,0.0,0.0
The Hurt Locker,74509815.9,5456159.2,25740966.06,0.0,0.0,0.0,1969978.71,0.0,0.0,0.0,702647.84,0.0,354295.4,0.0,5944795.26,0.0,0.0,0.0,0.0,0.0,2159990.23,0.0,1004636.38,0.0,0.0
The Ides of March,108839892.84,14927920.37,58402778.8,0.0,0.0,1530578.55,6746356.91,3587569.41,5710886.66,466935.26,4573880.85,1234242.7,7438391.3,1110202.93,4961496.76,410192.83,410192.83,296134.81,345958.03,1303737.14,6542768.23,276182.72,691675.1,0.0,0.0
The Illusionist,129072934.93,1362734.67,58548444.89,0.0,0.0,1927484.28,6311887.13,0.0,2814675.42,0.0,0.0,1580450.67,4715752.52,2007874.75,18761264.2,49809.73,620034.02,0.0,5423337.59,740612.39,3275493.96,580620.05,1085758.93,0.0,0.0
The Illusionist,145272725.4,1533769.88,65896790.53,0.0,0.0,2169400.53,7104084.57,0.0,3167941.98,0.0,0.0,1778811.15,5307621.01,2259880.72,21115968.15,56061.29,697853.76,0.0,6104014.24,833565.77,3686597.31,653492.98,1222031.24,0.0,0.0
The Imaginarium of Doctor Parnassus,93491317.97,628077.17,11631220.54,0.0,0.0,2240198.32,8071153.06,2948796.69,7020877.31,2051605.61,7356188.2,4066854.62,16819991.69,507888.3,2031182.62,2131874.21,9943512.25,2216204.11,4355010.52,902032.88,2910419.27,2363304.98,5317872.2,0.0,0.0
The Imitation Game,304737224.73,2405149.73,118898347.54,0.0,6954441.07,0.0,32550793.77,0.0,1601362.48,0.0,6758752.49,0.0,11906748.14,0.0,4047362.05,0.0,0.0,0.0,343391.51,0.0,1212029.91,0.0,1707760.21,0.0,0.0
The Impossible,274199028.21,199077.75,26327964.88,0.0,12084361.69,8975073.42,28660904.2,2129517.84,5740934.18,151017.15,397028.73,2403338.68,6610864.26,16014625.23,75491503.04,0.0,0.0,2639668.93,5737192.6,1812013.35,6622029.49,1198414.32,2452121.85,0.0,0.0
The Inbetweeners Movie,94232438.46,38192.4,38192.4,0.0,0.0,23089243.0,75524794.15,323272.14,323272.14,1298664.66,3291789.16,0.0,1492520.8,0.0,0.0,0.0,0.0,0.0,0.0,2943301.55,9698004.11,275462.68,715568.56,0.0,0.0
The Incredible Hulk,412504584.63,86333284.32,210024777.99,0.0,14545574.85,9868033.19,23623970.95,6383177.9,15151700.52,1810794.37,3834785.67,2380404.39,10064921.32,3450389.93,11986755.14,600855.06,2636138.51,4470261.89,9945743.05,2981670.76,7087697.0,5050113.99,9989666.82,0.0,4888074.47
The Incredibles,1107662857.41,24000389.9,458438537.35,0.0,0.0,0.0,108594557.97,0.0,16030355.94,0.0,42473281.58,0.0,35572288.37,0.0,44588337.79,0.0,19293827.1,0.0,16043428.33,0.0,5716527.93,0.0,13964881.88,0.0,0.0
The Intern,246722059.4,22457696.5,95976419.72,0.0,0.0,1072266.4,5221219.64,1286399.95,3290249.07,1527446.03,6274471.83,1186363.12,2983717.31,869025.81,4387921.81,1877569.88,17754345.14,0.0,30491000.05,1779292.59,8515605.98,0.0,5617489.39,304409.92,961645.71
The International,91139343.8,14115092.53,38496205.63,0.0,0.0,1645886.69,6743808.68,1272121.24,3308986.66,3108848.35,8912880.5,889357.38,2080480.95,1335507.82,3817545.04,955619.4,3453266.54,786390.86,1742731.76,1066101.98,2957357.95,711847.41,1308771.28,0.0,355691.52
The Internship,125646564.4,23283763.85,60036459.25,0.0,0.0,2498224.97,7164836.18,828036.61,2784397.18,931132.46,2779835.93,41239.42,241840.44,625645.49,2493843.8,0.0,0.0,0.0,0.0,2983498.39,9569094.52,1432854.08,4360671.33,0.0,0.0
The Interpreter,277402824.08,38853701.93,123780777.11,0.0,5190767.77,5124347.35,23368236.31,0.0,10677575.04,3475292.37,16918662.29,3559874.36,11451477.27,3512928.06,14199153.16,1440495.01,6291729.53,1348989.23,3610584.73,2178191.6,9428879.54,586071.09,1732065.61,0.0,0.0
The Interview,15373653.14,2341632.07,7965868.62,0.0,0.0,564718.88,564718.88,247844.28,361439.13,1136230.41,2418552.36,0.0,0.0,525828.81,1177332.07,0.0,0.0,0.0,0.0,561530.02,1220889.32,0.0,0.0,0.0,0.0
The Intouchables,608213212.34,2495804.41,14541078.65,0.0,0.0,0.0,4574357.05,0.0,1740915.35,0.0,112730119.91,0.0,27638649.96,0.0,30017453.59,0.0,0.0,0.0,0.0,0.0,3908707.79,0.0,864634.15,0.0,0.0
The Invasion,64461953.08,9550264.34,24189651.36,0.0,0.0,761170.03,1583455.31,1111353.89,2062861.36,376457.71,641876.16,826597.12,1639175.53,2008440.95,4901883.92,785327.28,1912919.2,2020511.55,6622273.65,37922.42,37922.42,1423772.58,3208535.1,0.0,181172.96
The Invention of Lying,49017749.51,10629681.94,27909172.67,0.0,0.0,4184739.81,14845307.32,79914.65,82300.01,82715.97,521436.57,0.0,0.0,54252.06,78802.9,0.0,0.0,0.0,0.0,1530715.09,4842321.55,0.0,0.0,0.0,0.0
The Invisible Man,157891100.82,30821091.7,76938908.07,1523694.16,4318413.39,3030944.96,9650758.34,2485123.45,6585985.83,1354850.35,4105294.48,1044.65,17323.0,1214919.01,3080299.07,348519.81,2112251.13,0.0,4584742.65,1797900.89,6458258.06,1670381.83,3429591.44,0.0,530947.31
The Invitation,365480.05,69913.31,238689.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22808.32,63765.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Invitation,436402.29,83480.15,285007.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27234.33,76139.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Irishman,1090452.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602.21,0.0,0.0,0.0,0.0,89007.49,296905.85,0.0,0.0,0.0,0.0,0.0,0.0
The Iron Lady,160419830.86,30612794.39,41551921.26,0.0,885909.68,0.0,21182681.76,0.0,5892510.56,0.0,7602021.39,0.0,4828188.36,0.0,7792929.39,0.0,658021.87,0.0,755100.96,0.0,2251874.43,0.0,18390337.37,0.0,0.0
The Island,277410044.1,21125611.03,60979301.71,0.0,0.0,4578200.01,15862496.66,0.0,17757016.94,4475287.93,13943994.2,1942447.18,6362538.83,4302867.22,15705414.86,3046243.49,19158604.55,8722967.38,36794975.17,2386159.12,8073344.46,1668156.27,4801732.88,0.0,231701.14
The Italian Job,318002313.93,35143211.26,191680058.59,0.0,3808667.77,6779628.64,23260912.01,0.0,6636506.97,0.0,5659655.45,0.0,4734173.35,0.0,8163608.33,1545073.98,8127500.56,0.0,4967461.51,0.0,12469917.54,0.0,2074282.63,0.0,348324.81
The Jacket,36999369.28,98824.54,10731732.84,0.0,0.0,0.0,1969832.52,0.0,806444.24,0.0,0.0,0.0,1984296.39,0.0,3973534.95,0.0,0.0,0.0,0.0,0.0,282753.7,0.0,276796.89,0.0,0.0
The Judge,110148153.66,17113699.96,61480113.9,0.0,0.0,883416.26,2117665.14,637398.66,1132112.55,202635.19,415221.88,1381962.26,3905029.57,446296.36,2071482.7,112708.92,336296.15,0.0,0.0,1168159.52,3465058.74,2110893.37,5807300.14,225784.48,527848.6
The Jungle Book,1190179409.7,441880.15,447675468.16,0.0,185011996.68,0.0,81911873.47,0.0,8706646.06,0.0,24194081.14,0.0,14704959.81,0.0,23841847.73,0.0,0.0,0.0,1149886.56,0.0,966335.26,0.0,2343067.14,0.0,0.0
The Karate Kid,527388670.68,81747111.33,259330744.55,0.0,0.0,11251734.96,29021266.04,4915208.77,16045325.65,6265516.71,18586188.55,1373493.15,3773805.63,5612481.8,17221854.65,4053589.2,25600338.79,1116863.95,2463383.07,4754053.35,17495345.56,3045089.83,7491915.65,0.0,0.0
