Name,Estimated Budget,Gross Revenue US&Canada USD,Opening Weekend Revenue US&Canada USD,Gross Revenue Worldwide USD
The Fall,46739022.5,3531764.13,124031.34,5716906.91
The Fall of the American Empire,7998991.11,2525432.2,392085.04,4765692.25
The Falling,950077.56,0.0,0.0,721423.03
The Fallout,12360000.0,0.0,0.0,0.0
The Family,40317491.38,49615794.81,18861549.22,105388324.55
The Family,40317491.38,49615794.81,18861549.22,105388324.55
The Family,268783.28,0.0,0.0,0.0
The Family,268783.28,0.0,0.0,0.0
The Family Fang,0.0,323359.67,17840.55,798870.72
The Family Stone,30643795.1,102253012.24,21316210.33,158129522.8
The Family That Preys,0.0,57808831.25,27079371.3,57808831.25
The Fanatic,19669086.0,0.0,0.0,0.0
The Farewell,0.0,19916757.42,400300.71,25972980.76
The Farm,28137720.25,0.0,0.0,0.0
The Farthest,0.0,17639.73,8238.96,53638.02
The Fast and the Furious: Tokyo Drift,140492048.74,103326802.82,39625104.68,262744279.25
The Fate of the Furious,298513074.13,269865831.14,117956491.97,1475854749.67
The Father,6365400.0,2252047.75,0.0,25507556.07
The Fault in Our Stars,15657278.21,162930093.68,62632404.77,400783047.96
The Favourite,17389111.11,39840520.55,489688.96,111196069.11
The Fear of 13,0.0,0.0,0.0,0.0
The Festival,0.0,0.0,0.0,5244372.75
The Fifth Estate,37629658.62,4374458.57,2248843.82,12173952.53
The Fighter,36713342.84,137479733.87,440574.8,189721146.6
The Fighting Temptations,54183337.04,54636210.4,21236927.77,61357322.84
The Figo Affair: The Transfer That Changed Football,0.0,0.0,0.0,0.0
The Final,1425760.89,0.0,0.0,40621.35
The Final Cut,0.0,966674.57,396811.41,5650566.29
The Final Destination,60503588.99,100553485.95,41457526.57,281594501.56
The Final Girls,8282792.65,0.0,0.0,0.0
The Final Wish,0.0,28343.69,0.0,107165.32
The Finest Hours,98389909.23,33907078.87,12654088.57,64075309.2
The Firm,0.0,0.0,0.0,1655948.44
The First Purge,15070562.97,80556500.53,20141552.36,158885771.26
The First Time,2687832.76,30689.67,22928.56,124519.23
The Five Devils,0.0,48065.98,8394.5,511938.84
The Five Obstructions,0.0,299534.52,16146.63,503962.83
The Five-Year Engagement,41527016.12,39915114.54,14686804.42,74983067.02
The Flock,56164725.37,0.0,0.0,11482249.06
The Florida Project,2388104.59,7050121.78,188126.52,13080457.23
The Flying Scotsman,0.0,275715.85,125707.89,2022817.52
The Fog,30643795.1,50308376.37,20008554.47,78654845.31
The Fog of War,0.0,7362210.9,72681.07,8835638.19
The Foot Fist Way,0.0,365009.95,56695.99,382156.94
The Football Factory,0.0,0.0,0.0,2153310.69
The Forbidden Kingdom,85688207.91,81131573.87,33342249.2,200654379.84
The Foreigner,41791830.38,41067646.02,15657636.42,173636780.44
The Foreigner,63213893.21,62118499.39,23683579.97,262641209.95
The Foreigner,19940673.35,0.0,0.0,0.0
The Foreigner,30162057.62,0.0,0.0,0.0
The Forest,12298738.65,32707586.57,15670039.38,48840750.94
The Forever Purge,19096200.0,47251685.02,13315589.3,81683194.52
The Forger,19001551.22,0.0,0.0,633770.14
The Forger,20763508.06,0.0,0.0,692537.74
The Forger,0.0,0.0,0.0,0.0
The Forger,0.0,0.0,0.0,0.0
The Forgiven,0.0,350428.66,139540.28,1412702.68
The Forgotten,73647254.23,117719014.4,36862398.89,206199740.96
The Forgotten Battle,14852600.0,0.0,0.0,6365979.25
The Forty-Year-Old Version,0.0,0.0,0.0,0.0
The Founder,29851307.41,15267215.95,4064675.81,28802027.99
The Fountain,57849667.13,16766502.91,6229090.18,27219661.73
The Four Feathers,65110310.01,34054861.24,12757675.08,55590522.28
The Fourth Kind,15125897.25,38549922.23,18500726.94,72180470.08
The French Dispatch,26522500.0,17106349.44,1430946.16,49155257.89
The Front Line,0.0,15709.03,10248.37,29412940.95
The Front Runner,0.0,2318669.87,59752.46,3758638.98
The Frozen Ground,36581403.85,0.0,0.0,7549396.5
The Fundamentals of Caring,0.0,0.0,0.0,0.0
The Funhouse Massacre,0.0,0.0,0.0,0.0
The Furies,19696404.18,0.0,0.0,0.0
The Furnace,0.0,0.0,0.0,315070.0
The Future,1425760.89,810776.04,38690.87,1264895.14
The Gallows,126677.01,28837273.51,12425067.47,54426029.15
The Gambler,32619329.6,43946055.17,11912577.86,51252785.0
The Game Changers,0.0,832551.25,0.0,1010697.91
The Game Plan,35303541.66,145463753.44,36829570.95,237304859.57
"The Gangster, the Cop, the Devil",0.0,243665.9,88526.9,29010407.14
The Garden of Words,0.0,0.0,0.0,589972.57
The Gatekeepers,0.0,3246535.08,82720.74,3458724.7
The Gathering,32510002.22,0.0,0.0,2431883.62
The Gentlemen,24039994.0,39853715.13,11639601.25,125851330.03
The Ghost Writer,66084017.11,22823288.67,268754.89,88598763.9
The Giant,4179183.04,0.0,0.0,1027780.51
The Giant Mechanical Man,0.0,10237.79,2476.39,10237.79
The Gift,6333850.41,55468397.25,15016638.37,74714759.39
The Gilded Cage,9407414.66,0.0,0.0,24017626.86
The Gingerdead Man,0.0,0.0,0.0,0.0
The Girl Next Door,0.0,0.0,0.0,0.0
The Girl Next Door,0.0,0.0,0.0,0.0
The Girl Next Door,38949185.42,22729878.38,9353734.12,47333732.94
The Girl Next Door,43837651.33,25582678.37,10527710.16,53274533.43
The Girl Who Got Away,0.0,0.0,0.0,0.0
The Girl Who Played with Fire,6050358.9,11553524.85,1368890.68,101575278.13
The Girl in the Book,0.0,10444.52,6649.28,103088.48
The Girl in the Park,0.0,0.0,0.0,169424.28
The Girl in the Spider's Web,49848785.19,17205178.37,9054060.36,40765780.08
The Girl on the Train,0.0,0.0,0.0,0.0
The Girl on the Train,0.0,0.0,0.0,0.0
The Girl on the Train,47740500.0,79986592.63,26030523.54,183732877.81
The Girl on the Train,55344323.94,92726383.13,30176511.08,212996761.85
The Girl with All the Gifts,4919495.46,0.0,0.0,5025382.68
The Girl with the Dragon Tattoo,128318479.82,146163007.94,18204976.16,331656833.29
The Girlfriend Experience,2571402.53,1052520.43,246499.18,1604768.46
The Giver,32619329.6,58832710.84,16055254.9,87394302.83
The Glass Castle,10746470.67,20624935.77,5586430.98,26374863.56
The Go-Getter,0.0,19145.75,19145.75,19145.75
The God Committee,0.0,34939.68,12982.23,34939.68
The God Who Wasn't There,0.0,0.0,0.0,0.0
The Golden Compass,288847159.04,112502322.55,41922955.72,597327683.12
The Goldfinch,50647896.45,6001911.92,3015268.49,11291803.32
The Golem,0.0,0.0,0.0,605721.83
The Good Dinosaur,253354016.28,155923081.02,49600657.43,420830738.43
The Good Doctor,8305403.22,7206.32,4401.86,70619.46
The Good German,51350606.05,2100072.9,123268.73,9491690.95
The Good Girl,14882356.57,26078159.95,282098.79,31366359.8
The Good Guy,14685337.13,147863.72,50975.74,147863.72
The Good Liar,11255088.1,19309294.42,6308534.28,38105291.55
The Good Lie,26095463.68,3551865.3,1097864.86,4431459.88
The Good Neighbor,0.0,0.0,0.0,290092.29
The Good Neighbor,0.0,0.0,0.0,336296.47
The Good Neighbor,0.0,0.0,0.0,93290.19
The Good Neighbor,0.0,0.0,0.0,108148.9
The Good Night,23369511.25,34962.35,19282.96,791578.32
The Good Nurse,0.0,0.0,0.0,15391.29
The Good Shepherd,181813239.55,99092901.38,16383207.54,165725850.41
The Good Thief,54183337.04,6353532.68,237648.12,10397683.04
"The Goods: Live Hard, Sell Hard",15125897.25,22874404.33,8534238.45,23143961.43
The Grand,8665414.77,185951.78,42258.34,185951.78
The Grand Budapest Hotel,32619329.6,77374777.32,1058387.64,227765486.63
The Grand Seduction,16570619.43,4475395.51,54060.67,5600761.07
The Gravedancers,0.0,501470.76,3866875.13,745541.94
The Gray Man,206000000.0,0.0,0.0,467643.69
The Greasy Strangler,0.0,56424.15,27672.16,82926.71
The Great Buck Howard,0.0,1135330.18,173953.87,1362372.93
The Great Debaters,24070596.59,48520557.01,9636551.01,48576960.83
The Great Gatsby,141111219.83,194677033.5,67310300.48,475289266.48
The Great Gilly Hopkins,6149369.33,0.0,0.0,120279.2
The Great Hack,0.0,0.0,0.0,0.0
The Great Raid,136194644.9,17309271.94,5747429.34,18347759.51
The Great Wall,179107844.48,54378132.65,22053692.18,399928510.09
The Greatest,9075538.35,173593.87,50847.22,1493006.23
The Greatest Beer Run Ever,41200000.0,0.0,0.0,0.0
The Greatest Game Ever Played,44263259.59,26110884.92,6226345.89,26270545.9
The Greatest Lie Ever Sold: George Floyd and the Rise and Fall of BLM,0.0,0.0,0.0,0.0
The Greatest Movie Ever Sold,2566369.6,910314.11,168658.96,995536.11
The Greatest Showman,100300392.91,208171285.14,10514637.06,523652000.02
The Green Hornet,171091306.42,140836720.28,47801308.46,324812921.55
The Green Inferno,6523865.92,9384308.43,4593618.4,16526842.99
The Green Knight,15913500.0,18219176.25,7204483.85,20038229.34
The Grey,34605846.77,71399109.73,27221098.88,110436524.48
The Groomsmen,4958542.9,213070.24,43050.07,1353632.63
The Grudge,10927270.0,23189637.13,12461582.19,54102355.08
The Grudge,17535060.53,37212560.02,19997181.18,86818397.56
The Grudge,10927270.0,120592654.56,42757003.36,204647130.95
The Grudge,17535060.53,193515809.28,68612438.6,328398568.78
The Grudge 2,33056952.65,64698801.61,34421047.8,116874798.17
The Grudge 3,7562948.62,0.0,0.0,2827222.29
The Guard,8554565.32,7642469.01,109546.91,27890597.6
The Guardian,115699334.26,90926010.98,29761280.25,156976790.72
The Guernsey Literary and Potato Peel Pie Society,98538296.32,0.0,0.0,26835962.51
The Guest,6523865.92,434345.95,110288.56,3522954.14
The Guilt Trip,55369354.83,51402438.17,7323467.86,57949187.48
The Guilty,0.0,0.0,0.0,0.0
The Gunman,50670803.26,13509784.96,6370209.24,30626873.81
The Guru,20463240.29,5758553.01,1141262.82,44886772.4
The Half of It,0.0,0.0,0.0,0.0
The Hallow,0.0,17615.7,1974.89,2359241.47
The Hamiltons,0.0,532010.33,4102367.82,532010.33
The Hammer,1364000.47,711833.33,155876.37,711833.33
The Hangover,52940640.37,419501250.09,68035255.75,709900829.88
The Hangover Part II,114060870.95,362805253.17,122538864.35,836585595.87
The Hangover Part III,138423387.07,150787514.52,56002605.54,486497826.08
The Happening,74782436.0,100499607.84,47544661.47,254577794.59
The Happytime Murders,46370962.97,24004452.97,11050693.17,31887516.68
The Harder They Fall,0.0,0.0,0.0,8796.98
The Harvest,0.0,0.0,0.0,0.0
The Hate U Give,26663303.71,34453026.14,593588.9,40498090.95
The Hateful Eight,55737883.58,68554323.47,5840666.41,204225652.54
The Hater,0.0,0.0,0.0,1448509.08
The Hating Game,0.0,5941.04,0.0,1645279.79
The Hatton Garden Job,0.0,0.0,0.0,0.0
The Haunted Mansion,162550011.12,136988599.24,43849509.06,329236497.39
The Haunting in Connecticut,15125897.25,83781612.77,34796771.16,117344169.7
The Haunting in Connecticut 2: Ghosts of Georgia,12095247.41,0.0,0.0,6890842.54
The Haunting of Helena,0.0,0.0,0.0,902384.83
The Haunting of Molly Hartley,7789837.08,21125745.27,8449348.06,24021908.55
The Haunting of Sharon Tate,0.0,0.0,0.0,22191.66
The Head Hunter,31827.0,0.0,0.0,403617.28
The Healer,0.0,0.0,0.0,11916403.11
The Heart Is Deceitful Above All Things,0.0,49469.3,17024.33,370277.49
The Heartbreak Kid,96282386.35,59032748.18,22501362.18,206129649.88
The Heat,57788404.31,214465116.3,52567346.97,309007729.26
The Hebrew Hammer,3507012.11,144062.8,34261.75,165907.98
The Help,35644022.17,241963188.27,37133357.74,308875572.45
The Hero,1432862.76,4868548.83,54110.87,4897643.11
The Hide,151258.97,0.0,0.0,3498.62
The High Note,0.0,0.0,0.0,2423530.8
The Highwaymen,55149931.69,0.0,0.0,0.0
The Hills Have Eyes,24792714.48,69054094.79,25963776.87,115714718.96
The Hills Have Eyes II,24070596.59,33384579.14,15543767.47,60493859.07
The Hippopotamus,0.0,0.0,0.0,326678.38
The History Boys,3305695.26,4473694.92,166612.0,22159895.14
The Hit List,8554565.32,0.0,0.0,0.0
The Hitcher,16047064.39,26434266.59,13213152.82,40759455.29
The Hitchhiker's Guide to the Galaxy,85121653.06,86969501.15,35926790.49,177867509.58
The Hitman's Bodyguard,35821568.9,90113434.85,25534216.11,219023447.35
The Hoax,40117660.98,11497713.61,2408664.37,18891343.97
The Hobbit: An Unexpected Journey,249162096.73,419465290.98,117130136.86,1407808274.68
The Hobbit: The Battle of the Five Armies,326193295.96,332897561.12,71402843.51,1255454503.27
The Hobbit: The Desolation of Smaug,302381185.35,347250970.38,98972986.51,1288853426.7
The Hole,17622404.56,0.0,0.0,15356459.98
The Hole in the Ground,0.0,23716.72,0.0,3796874.71
The Holiday,140492048.74,104501041.97,21121596.1,340238964.43
The Holiday Calendar,0.0,0.0,0.0,0.0
The Hollars,4673520.69,1250763.27,46993.48,1400345.45
The Hollow Point,0.0,0.0,0.0,11252.12
The Homesman,20876370.94,3170584.48,59279.76,4983478.1
The Honeymooners,42560826.53,21865793.17,9429495.82,22443900.28
The Horseman,0.0,0.0,0.0,3014.59
The Host,53756655.17,35784731.56,14245664.14,85158415.8
The Host,66113905.29,44010706.13,17520370.02,104734110.02
The Host,16416610531.88,2959200.39,430053.24,120191059.5
The Host,20190360252.02,3639443.22,528911.24,147819842.94
The Hot Chick,0.0,65262098.89,13768311.73,101645663.85
The Hottie &amp; the Nottie,0.0,43149.47,43149.47,2486877.45
The Hours,45152780.87,75271480.98,611589.0,196588113.49
The House,0.0,0.0,0.0,0.0
The House,0.0,0.0,0.0,0.0
The House,41200000.0,26352039.12,8986538.85,35313039.12
The House,47762091.86,30549235.76,10417861.51,40937490.74
The House Bunny,38949185.42,75152280.32,22643034.16,109742751.2
The House That Jack Built,10085684.45,299215.59,39731.8,3572781.84
The House of Magic,45693156.9,5497.96,5497.96,86275675.31
The House of the Devil,1361330.75,153096.77,38109.7,153096.77
The House with a Clock in Its Walls,48689511.12,79467884.21,30845987.75,152471311.89
The Housemaid,0.0,231971.05,24480.46,22084252.01
The Houses October Built,0.0,0.0,0.0,0.0
The Houses October Built 2,0.0,0.0,0.0,0.0
The Human Centipede (First Sequence),2076350.81,251192.77,17197.72,450032.43
The Human Centipede III (Final Sequence),0.0,20501.41,0.0,20501.41
The Human Race,0.0,0.0,0.0,0.0
The Human Stain,54183337.04,9720324.5,1867871.21,41457600.1
The Humanity Bureau,0.0,0.0,0.0,68362.39
The Humans,0.0,0.0,0.0,49893.07
The Humbling,2533540.16,0.0,0.0,506284.93
The Hummingbird Project,0.0,418446.17,38494.65,988420.71
The Hundred Year-Old Man Who Climbed Out of the Window and Disappeared,8466673.19,1268916.44,0.0,68764938.1
The Hundred-Foot Journey,28705010.04,70771968.71,14325483.17,116796057.84
The Hunger Games,107970241.92,564782219.48,211145147.49,962347928.45
The Hunger Games: Catching Fire,174709129.31,570718344.15,212438622.11,1162503453.77
The Hunger Games: Mockingjay - Part 1,163096647.98,439885862.05,159048764.02,985569692.21
The Hunger Games: Mockingjay - Part 2,202683213.02,356879410.27,130054193.11,837913384.15
The Hungover Games,0.0,0.0,0.0,0.0
The Hunt,15298178.0,6351475.69,5796321.2,11528652.3
The Hunt,18814829.31,7811513.95,7128743.96,14178788.17
The Hunt,21854540.0,670178.21,47036.43,17359468.71
The Hunt,26878327.59,824234.67,57848.88,21349956.88
The Hunted,99336117.91,61848648.31,24351143.96,83192819.36
The Hunter,0.0,251887.75,27135.08,2396387.53
The Hunter's Prayer,33433464.3,0.0,0.0,282775.46
The Hunting Party,40117660.98,1556355.03,63560.82,12314570.17
The Huntsman: Winter's War,141435494.52,59513830.02,23914940.36,202916074.88
The Hurricane Heist,40574592.6,7089917.37,3506107.35,37696402.57
The Hurt Locker,22688845.87,25740966.06,219857.94,74509815.9
The Hustle,23635685.01,39862188.29,14640291.08,109635564.44
The I Inside,15430853.27,0.0,0.0,127939.31
The Ice Age Adventures of Buck Wild,64890000.0,0.0,0.0,0.0
The Ice Harvest,27238928.98,15350467.78,6373909.38,17291558.13
The Ice Road,0.0,0.0,0.0,7959769.32
The Iceman,13439163.79,2646430.73,118192.07,6118810.96
The Ides of March,17822011.09,58402778.8,14927920.37,108839892.84
The Illusionist,24965073.13,3276994.8,56676.59,8821766.91
The Illusionist,28098409.75,3688286.52,63790.0,9928976.38
The Illusionist,24230806.27,58548444.89,1362734.67,129072934.93
The Illusionist,27271985.93,65896790.53,1533769.88,145272725.4
The Imaginarium of Doctor Parnassus,45377691.75,11631220.54,628077.17,93491317.97
The Imitation Game,18266824.57,118898347.54,625445.64,304737224.73
The Immaculate Room,5000000.0,0.0,0.0,9979.0
The Immigrant,20876370.94,2642593.66,57493.53,7767163.41
The Importance of Being Earnest,27904418.58,15598437.9,930978.84,33503207.63
The Impossible,62290524.18,26327964.88,199077.75,274199028.21
The Imposter,0.0,1243480.82,30977.77,4155299.82
The In Between,0.0,0.0,0.0,0.0
The In-Laws,72244449.39,36941171.52,13220459.71,48569670.6
The Inbetweeners 2,0.0,0.0,0.0,83312683.96
The Inbetweeners Movie,3713150.0,38192.4,38192.4,94232438.46
The Incredible Burt Wonderstone,40317491.38,30289027.43,13677382.38,36874217.69
The Incredible Hulk,233695112.49,210024777.99,86333284.32,412504584.63
The Incredible Jessica James,0.0,0.0,0.0,0.0
The Incredibles,161322556.88,458438537.35,123565403.48,1107662857.41
The Infidel,0.0,0.0,0.0,4136976.95
The Infiltrator,34436468.23,18985326.72,6522974.26,25841015.07
The Informant!,33276973.95,50394681.11,15828213.83,63182639.51
The Informer,65563620.0,328320.75,145851.74,3199185.58
The Informers,27226615.05,453776.92,453776.92,578072.47
The Innkeepers,1069320.67,111773.95,42141.21,1680731.13
The Intern,44336952.85,95976419.72,22457696.5,246722059.4
The International,75629486.24,38496205.63,14115092.53,91139343.8
The Internet's Own Boy: The Story of Aaron Swartz,0.0,63817.76,28320.1,63817.76
The Internship,77947150.0,60036459.25,23283763.85,125646564.4
The Interpreter,136194644.9,123780777.11,38853701.93,277402824.08
The Intervention,0.0,40486.22,28675.74,40486.22
The Interview,57410020.09,7965868.62,2341632.07,15373653.14
The Intouchables,13544728.43,14541078.65,147576.23,608213212.34
The Intruder,9004070.48,39864533.85,12217458.91,41192903.25
The Invasion,128376515.13,24189651.36,9550264.34,64461953.08
The Invention of Lying,27982909.91,27909172.67,10629681.94,49017749.51
The Inventor: Out for Blood in Silicon Valley,0.0,0.0,0.0,0.0
The Invisible,48141193.17,33023107.78,12384015.44,43022360.96
The Invisible Guardian,5970261.48,0.0,0.0,4722808.78
The Invisible Man,7649089.0,76938908.07,30821091.7,157891100.82
The Invisible War,0.0,99620.54,22839.86,99620.54
The Invisible Woman,0.0,1610421.52,41684.89,5201984.55
The Invitation,10300000.0,25853082.4,7009632.04,39177213.9
The Invitation,12298738.65,30869932.41,8369867.24,46779642.23
The Invitation,0.0,238689.11,69913.31,365480.05
The Invitation,0.0,285007.28,83480.15,436402.29
The Irishman,178955900.79,0.0,0.0,1090452.59
The Iron Lady,17995040.32,41551921.26,305097.6,160419830.86
The Island,214506565.72,60979301.71,21125611.03,277410044.1
The Isle,2251017.62,0.0,0.0,0.0
The Italian Job,108366674.08,191680058.59,35143211.26,318002313.93
The Jacket,49370558.78,10731732.84,4636886.29,36999369.28
The Jane Austen Book Club,0.0,5737189.79,238377.54,11495420.49
The Jesus Rolls,0.0,20449.37,0.0,72761.89
The Joneses,14685337.13,2167182.75,748495.48,10344109.17
The Judge,65238659.19,61480113.9,17113699.96,110148153.66
The Jungle Book,215227926.45,447675468.16,126998575.88,1190179409.7
The Jungle Book 2,36122224.69,86515585.41,20665042.52,336485312.19
The Karate Kid,58741348.54,259330744.55,81747111.33,527388670.68
The Keeper,12.38,0.0,0.0,2157053.39
The Keeper,11.33,0.0,0.0,1974009.42
The Keeper,6753052.86,0.0,0.0,0.0
The Keeper,6180000.0,0.0,0.0,0.0
The Keeping Hours,0.0,0.0,0.0,0.0
The Kid,9004070.48,1697934.71,578833.42,1757704.86
The Kid Detective,0.0,397903.42,153219.99,402003.34
The Kid Stays in the Picture,0.0,2677395.48,165728.06,2830611.2
The Kid Who Would Be King,66405019.79,18898182.07,8074273.02,36174944.9
The Kids Are All Right,5874134.85,30562191.13,722476.0,51044691.39
The Kill Team,0.0,0.0,0.0,467955.05
The Killer Inside Me,13000000.0,217277.0,11083.0,4052191.0
The Killing Room,0.0,0.0,0.0,706712.17
The Killing of a Sacred Deer,0.0,2736649.65,137459.3,8284461.4
The Kindergarten Teacher,0.0,0.0,0.0,790352.49
The Kindness of Strangers,0.0,3044.5,944.3,145869.32
The King,0.0,0.0,0.0,142861.96
The King,0.0,0.0,0.0,209797.6
The King,0.0,317599.45,10047.42,852359.08
The King,0.0,466405.5,14754.97,1251718.04
The King of Fighters,0.0,0.0,0.0,737428.61
The King of Kong,0.0,1056167.92,80224.42,1230993.68
